id,name,address,build_year,type,jeonsae,monthly_deposit,monthly_pay,area,room_cnt,phone,lng,lat,registered_date
161,임김,서울특별시 송파구 오금길 (승민박김읍),1966,아파트,0,0,0,52.72,5,+82 10-2992-8529,177.638066,81.7659395,2022-05-01 20:44:43.379019
162,주식회사 조,대구광역시 성동구 언주길 (승현최고마을),1992,아파트,0,0,0,132.56,10,+82 10-8977-0029,-50.371395,88.542268,2021-10-12 17:26:25.847423
163,유한회사 권,강원도 용인시 양재천6로 (성민이면),1972,아파트,0,0,0,34.26,10,+82 10-0256-3816,145.834413,74.107195,2021-08-09 23:56:29.951398
164,(유) 김박안,전라북도 옥천군 삼성길 (현준최리),2020,아파트,0,12964,4377,127.01,0,+82 10-7065-9544,39.478804,9.9462005,2021-10-20 11:04:20.117455
165,유한회사 김,전라북도 보령시 도산대길 (경숙김김읍),1986,아파트,0,34790,0,17.91,8,+82 10-4556-8987,-135.297983,-45.517825,2021-09-06 18:26:58.926792
166,백김김,서울특별시 구로구 언주길,1977,원룸,155793,36481,0,94.53,1,+82 10-5771-5463,-127.743034,-77.588034,2022-09-28 09:38:33.185222
167,황황,광주광역시 송파구 영동대656거리 (은영양이리),1965,원룸,0,33644,0,100.74,1,+82 10-0837-9584,127.062157,11.961379,2020-02-18 15:17:13.991554
168,주식회사 김,강원도 고양시 일산서구 영동대078거리 (영미윤리),1975,원룸,0,1680,0,74.95,8,+82 10-9687-2260,-37.432067,-65.5688535,2023-01-20 04:24:46.132405
169,(주) 이박이,광주광역시 종로구 역삼12길 (예은엄동),1961,원룸,421651,0,0,95.11,9,+82 10-9743-3693,-78.830162,-61.116196,2024-02-10 15:20:18.206277
170,양김,충청북도 성남시 봉은사길 (경수김김마을),2007,아파트,234509,15448,0,52.09,0,+82 10-1270-3915,46.772320,3.226486,2022-05-30 11:06:29.826824
171,(주) 박,경상북도 용인시 기흥구 반포대905길 (시우박마을),1973,아파트,324562,0,2724,16.96,4,+82 10-2365-0094,-103.780757,-73.1717365,2021-07-29 06:36:38.860997
172,최이곽,전라북도 삼척시 선릉6가,2011,아파트,0,0,2618,51.78,4,+82 10-4549-3960,168.926397,-23.2185995,2024-02-26 06:59:36.823626
173,최이,부산광역시 북구 논현가 (서연박강읍),1962,원룸,246657,41161,0,21.73,0,+82 10-2199-6858,-42.739312,-9.7011865,2024-02-02 00:02:03.854517
174,유한회사 안,부산광역시 용산구 영동대633거리,1964,원룸,0,44264,1762,90.52,4,+82 10-5823-1995,40.875976,24.6336995,2022-04-22 09:23:53.001630
175,박박,충청북도 안성시 잠실97길 (정순하면),2018,아파트,128618,3071,3262,66.68,8,+82 10-4210-5164,68.927234,63.456667,2023-08-30 19:29:18.670454
176,(유) 이김박,광주광역시 은평구 봉은사거리,1984,원룸,0,43004,3901,44.91,2,+82 10-7810-0658,19.992802,-80.3611545,2022-11-02 11:05:50.355440
177,(주) 김지이,전라남도 부천시 잠실533가 (진호한면),1967,원룸,45186,0,0,88.76,4,+82 10-4267-2755,28.118237,80.109136,2020-08-19 17:05:30.950969
178,(유) 이,경상남도 남양주시 서초중앙16거리 (경희박김리),2009,원룸,166205,0,0,53.94,0,+82 10-2873-1376,110.872339,-70.7753145,2021-11-19 11:27:37.881595
179,주식회사 김문이,대전광역시 관악구 도산대로,2014,원룸,0,42595,0,37.69,6,+82 10-9305-2755,93.114168,23.3916145,2024-01-05 11:02:03.771975
180,김고,경상북도 화성시 백제고분가,1987,아파트,231958,7553,4097,143.72,9,+82 10-3450-1388,-95.291065,-34.9842015,2021-07-23 07:45:12.202807
181,(주) 윤이김,세종특별자치시 마포구 잠실로 (옥순윤리),1973,아파트,0,0,0,138.98,6,+82 10-2795-2782,-1.594173,68.983326,2020-04-29 14:58:39.970123
182,유한회사 서허장,경상남도 태백시 학동거리 (하은김동),2003,아파트,0,0,0,94.84,6,+82 10-9681-8031,-152.213008,33.7870025,2021-01-31 17:06:59.423774
183,고이윤,세종특별자치시 양천구 양재천가 (재호박주면),1975,아파트,0,12754,0,82.11,5,+82 10-4185-1740,11.184485,10.4008985,2023-09-20 12:32:52.507344
184,주식회사 김,광주광역시 용산구 석촌호수거리,1970,원룸,0,0,3174,121.77,5,+82 10-5037-3253,145.363872,-31.7498315,2020-11-20 09:56:11.050871
185,강김이,대전광역시 도봉구 반포대42가,1986,아파트,0,27048,0,103.57,3,+82 10-0396-0191,107.671924,-10.596456,2021-02-14 08:35:16.670017
186,심최한,경상북도 천안시 동남구 논현64로 (성호이읍),2014,아파트,0,0,0,59.72,1,+82 10-8195-9017,-3.893169,52.777975,2022-07-15 00:54:26.675864
187,(유) 이,서울특별시 강남구 반포대거리,1997,아파트,322629,43283,1294,139.93,0,+82 10-8791-7416,-125.769020,49.994533,2020-01-30 10:52:09.070704
188,주식회사 장김이,부산광역시 강동구 압구정가 (정순우면),2009,원룸,383812,0,0,142.0,7,+82 10-8979-6523,-99.151174,67.9595615,2022-02-04 16:22:59.949350
189,최민박,전라북도 계룡시 잠실거리,2005,원룸,0,0,312,42.18,6,+82 10-6688-7686,55.620458,7.3767695,2021-10-10 07:48:32.757485
190,김오,전라남도 증평군 반포대605로 (진우한마을),1992,원룸,0,28737,2475,101.73,4,+82 10-3667-6498,143.121587,0.059765,2023-01-31 16:55:40.393418
191,김이윤,대구광역시 강남구 오금22로 (경숙이읍),1978,아파트,0,41968,4903,69.12,8,+82 10-9188-2227,-128.155382,39.1079105,2021-04-09 03:47:31.879272
192,이한김,제주특별자치도 제천시 봉은사가,1987,아파트,0,775,0,85.08,7,+82 10-6173-7231,-6.346661,-43.3767745,2023-07-30 19:21:05.089840
193,(유) 권,서울특별시 금천구 선릉48길 (경숙박리),2010,아파트,415650,4272,0,122.73,9,+82 10-9375-3818,-70.827770,-47.4440515,2023-07-20 07:29:52.093562
194,주식회사 김,충청남도 이천시 학동6가,1970,원룸,89230,0,0,73.52,6,+82 10-5155-6781,-71.891702,-63.2194915,2022-08-27 06:10:34.816540
195,오백강,경상북도 군포시 봉은사거리 (영일김면),2018,아파트,85811,0,3169,114.74,8,+82 10-5309-8759,77.973806,79.047090,2023-01-21 07:34:15.996094
196,유한회사 박,경상남도 안양시 잠실72길 (영길강리),2010,아파트,0,42617,608,125.29,2,+82 10-8116-2074,-8.566332,-35.400820,2024-01-30 17:21:49.145796
197,이김김,전라북도 횡성군 양재천5거리,1965,아파트,437420,0,0,141.87,9,+82 10-3386-9349,-167.051055,-31.914049,2022-09-06 13:05:20.614542
198,유한회사 이김박,울산광역시 영등포구 영동대7로 (미경오동),1994,아파트,0,30552,0,77.14,0,+82 10-4136-8318,89.312126,82.4057875,2022-12-21 17:15:31.509969
199,(유) 이,경상북도 안성시 선릉길,1997,원룸,431775,0,4835,60.9,1,+82 10-6489-2703,-49.468402,-19.4123175,2023-12-11 22:59:31.543011
200,손서,경상남도 고양시 반포대거리 (성진이오마을),1973,원룸,322853,4082,0,139.79,3,+82 10-2355-5726,-29.842812,60.6870335,2024-04-12 21:27:29.540985
201,오김,대전광역시 중구 학동가,2001,원룸,81847,38335,0,33.16,5,+82 10-2371-7538,-143.727592,44.763211,2022-04-10 15:08:49.987881
202,주식회사 김서윤,경상북도 평창군 영동대길 (영숙김신동),2021,원룸,0,0,0,99.61,8,+82 10-5553-0097,-136.013356,-58.979308,2023-01-11 17:12:43.855191
203,조이,강원도 안양시 오금74길,1987,아파트,488494,0,0,68.08,3,+82 10-6846-6141,-36.501305,41.0836195,2021-12-24 02:34:56.527731
204,(유) 이,울산광역시 강동구 언주130로,1994,원룸,0,24495,3838,141.23,1,+82 10-1203-8833,86.432445,46.8997545,2022-08-20 14:05:31.116670
205,홍이,부산광역시 영등포구 테헤란649거리,1971,원룸,173903,22240,0,128.0,8,+82 10-6596-8207,-170.047027,-46.915059,2021-08-26 01:06:59.889078
206,김박최,인천광역시 마포구 오금로,1982,아파트,0,0,3938,50.92,9,+82 10-1037-5327,-164.344528,83.3997385,2022-05-12 22:15:23.444297
207,유한회사 이박이,인천광역시 중랑구 역삼가 (은주우마을),2003,아파트,0,0,0,124.42,0,+82 10-3026-5445,89.418373,0.2963765,2020-03-26 10:16:08.188237
208,조정김,제주특별자치도 청양군 석촌호수61길 (서윤김면),1985,아파트,0,0,2713,64.78,10,+82 10-5497-4237,134.638777,-86.4658285,2020-11-26 03:31:06.179756
209,양한,광주광역시 서초구 역삼65가 (보람황이면),2002,원룸,425273,39547,3419,28.56,0,+82 10-1164-7220,72.676562,22.4976305,2021-10-03 05:27:37.160885
210,이박지,전라북도 안양시 만안구 서초중앙거리,2011,아파트,0,47134,0,51.11,9,+82 10-9153-2871,-177.069001,-83.720388,2024-05-17 11:45:26.441664
211,주식회사 장차장,대전광역시 광진구 압구정62로 (도윤이오면),1969,원룸,474727,33672,1743,111.44,6,+82 10-4137-8275,20.829823,-71.9803165,2022-08-18 07:00:00.526832
212,김류,서울특별시 서구 도산대가 (상현김김면),1978,아파트,322410,6039,0,108.87,3,+82 10-6234-1215,38.474071,49.0568085,2021-07-14 15:44:46.142749
213,이권,광주광역시 양천구 영동대4길,2010,원룸,58178,0,1020,143.45,3,+82 10-4712-3030,-101.720649,-33.5278655,2022-07-04 08:41:38.688341
214,주식회사 장,대전광역시 구로구 영동대9가 (수빈오면),2016,아파트,0,40484,2738,82.54,1,+82 10-1643-5609,-67.413840,80.949129,2021-12-01 04:36:07.716794
215,강김,경기도 충주시 압구정가 (춘자이김읍),1982,아파트,188151,0,181,33.26,1,+82 10-3186-5955,54.496412,71.2330965,2024-03-10 05:38:49.827950
216,(주) 안김박,광주광역시 서대문구 반포대가,2006,아파트,286969,0,1007,36.34,0,+82 10-0131-1621,-59.459509,-49.4517575,2020-07-29 01:11:59.851003
217,김송이,전라남도 용인시 기흥구 삼성로,1961,원룸,0,23290,2267,127.04,0,+82 10-4252-5532,-119.103003,26.6816475,2022-07-15 09:29:06.441558
218,황한나,인천광역시 남구 강남대1거리,1964,원룸,167199,0,1897,59.76,3,+82 10-9403-5283,-162.823359,-65.6627155,2020-01-31 08:11:31.147994
219,주식회사 김이송,대전광역시 금천구 영동대가,1961,원룸,395310,30230,1495,59.68,3,+82 10-8877-4804,-124.710249,22.2071755,2020-06-15 23:43:08.791848
220,김홍이,서울특별시 송파구 도산대2가 (상호이김면),2004,아파트,0,0,0,26.38,3,+82 10-8791-7782,11.690290,0.6203305,2022-12-08 05:33:02.985032
221,김김송,경상북도 금산군 가락20거리,2013,아파트,0,0,3789,22.52,6,+82 10-2276-7530,108.073424,14.6793855,2021-06-17 16:13:39.258222
222,(주) 김,전라남도 여주시 백제고분3가,1963,원룸,109288,38995,0,72.98,0,+82 10-3097-1094,-107.783663,64.3421555,2024-04-24 10:33:41.381917
223,유한회사 김,서울특별시 종로구 양재천가 (서준이이리),2013,아파트,414063,39021,3406,112.49,2,+82 10-0844-0954,-139.880077,-1.473483,2020-02-10 16:31:39.256636
224,유한회사 박김허,경상남도 옥천군 봉은사가 (은경홍리),1988,원룸,0,0,0,108.39,0,+82 10-4276-8745,-158.033173,-35.237510,2021-09-17 11:10:13.590473
225,(유) 오,대구광역시 노원구 가락47거리,1963,아파트,380263,41374,0,116.16,5,+82 10-9746-9046,-25.497221,76.952401,2020-02-17 15:55:09.481417
226,(유) 손유양,대전광역시 성북구 봉은사거리,1963,원룸,486980,22338,0,126.86,9,+82 10-7987-7343,101.161773,58.7669325,2021-04-16 10:06:06.880375
227,박박,인천광역시 동대문구 반포대거리,1975,아파트,0,0,0,84.57,5,+82 10-9371-8473,11.755758,22.601627,2022-11-17 19:10:45.982132
228,이김,세종특별자치시 강남구 역삼87길 (현준심윤읍),1969,아파트,0,0,0,49.49,3,+82 10-3193-6379,6.325121,-55.2941475,2023-09-01 00:08:57.396801
229,주식회사 심,대전광역시 양천구 잠실50거리 (서영장황면),2020,원룸,0,9815,0,144.91,9,+82 10-7336-5127,-105.790329,-47.3534795,2021-08-11 04:32:11.037779
230,주식회사 이,경상북도 충주시 가락62길 (명숙김면),1982,원룸,177411,17845,2966,63.76,8,+82 10-3265-6678,-102.322988,-16.560818,2024-01-24 04:43:28.298452
231,유한회사 김,경기도 군포시 삼성길 (승민김최동),1963,아파트,0,24179,0,106.13,9,+82 10-4007-1613,149.683510,-37.907040,2023-04-21 08:45:33.637253
232,이김이,제주특별자치도 이천시 선릉길 (은서백동),1986,아파트,0,0,0,54.6,0,+82 10-5362-7763,-161.221020,-74.0643225,2021-10-27 09:07:20.158661
233,유한회사 최,대구광역시 송파구 잠실거리 (옥자심안면),2020,아파트,301857,8115,3984,108.87,8,+82 10-1686-8046,-68.107183,-70.793016,2023-04-08 08:52:20.173988
234,(주) 이강송,충청북도 수원시 역삼433가,2008,원룸,0,0,702,29.18,10,+82 10-5819-7337,106.168533,30.664713,2020-12-19 11:14:14.842119
235,황장,충청북도 고양시 서초대779가 (선영조면),1965,원룸,0,5251,0,72.52,6,+82 10-2183-7732,44.994383,-9.980016,2020-01-15 18:45:06.057484
236,주식회사 이서이,경상남도 가평군 학동075길 (진호고김리),1968,아파트,0,27083,0,59.78,5,+82 10-5789-6069,-177.097386,-44.915793,2021-10-14 17:17:38.417400
237,주식회사 윤,인천광역시 은평구 석촌호수길 (미경김서마을),2008,원룸,0,27575,0,82.01,9,+82 10-5015-0093,-4.831957,-1.593792,2020-04-04 02:06:03.357179
238,양장,대전광역시 성동구 강남대로 (영호박리),1986,원룸,444657,38853,0,50.71,8,+82 10-7414-2917,-16.790666,-75.7347715,2023-03-23 18:41:36.174219
239,송김양,대전광역시 강북구 잠실439거리 (영숙안면),1971,아파트,0,0,0,145.37,0,+82 10-3343-4037,169.916017,56.3907315,2021-01-27 13:06:46.428342
240,(유) 이,경상북도 동두천시 개포679로,1998,아파트,0,0,0,93.02,4,+82 10-5002-1022,-137.045396,-23.152214,2021-08-01 07:29:51.859690
241,주식회사 지,충청남도 광명시 오금1거리 (지연권동),2003,아파트,0,9324,0,137.55,6,+82 10-3584-3772,-109.321345,-59.9066075,2022-11-28 06:17:56.700806
242,유한회사 김김나,경상북도 수원시 삼성6가,2011,아파트,0,16426,0,41.97,4,+82 10-5641-4884,-178.306511,6.037672,2020-04-07 17:16:17.949601
243,(주) 오강최,강원도 철원군 테헤란가,2015,아파트,0,0,0,88.43,0,+82 10-9565-6339,-78.677307,-13.6563165,2022-05-18 03:29:51.844352
244,(유) 이김김,광주광역시 노원구 역삼길,2021,아파트,194583,0,0,92.01,10,+82 10-5342-3709,55.730795,-48.179741,2023-04-02 08:02:55.143269
245,이김배,제주특별자치도 청주시 흥덕구 선릉로,1963,아파트,0,0,3973,35.15,5,+82 10-3822-9091,94.884908,-41.1298615,2023-05-01 09:04:11.348591
246,김홍임,부산광역시 은평구 개포거리 (건우박박읍),1981,아파트,348003,42763,1049,32.48,3,+82 10-0680-0443,14.370880,29.407826,2020-08-17 08:55:38.747347
247,송이지,전라남도 청주시 서원구 삼성94길 (준혁이읍),1969,아파트,103946,20431,732,105.55,7,+82 10-8480-5166,87.654842,-59.8136075,2021-02-24 10:50:57.254841
248,(주) 김양이,경상북도 김포시 서초대로 (현숙김읍),2005,아파트,21574,0,2488,110.94,5,+82 10-3091-5990,-162.382901,-43.5794875,2022-10-31 10:16:30.708747
249,주식회사 김,광주광역시 송파구 백제고분가 (민수엄송마을),1973,원룸,67670,11394,3167,20.01,7,+82 10-4152-8253,59.250431,-44.073516,2021-07-02 00:29:05.622096
250,(유) 김김이,세종특별자치시 금천구 가락3길,1993,아파트,275543,10774,3980,17.38,7,+82 10-9465-8538,5.856255,20.791883,2023-07-24 01:19:12.065647
251,박홍,대전광역시 동구 개포로,1987,원룸,493211,3634,0,47.02,4,+82 10-6480-3004,-69.225319,25.231612,2022-10-18 03:18:41.676834
252,유한회사 이,대구광역시 서구 서초대길,1976,원룸,67018,25868,2560,63.73,2,+82 10-1996-7276,-114.001155,-34.9391785,2023-04-05 04:19:12.386064
253,하강김,울산광역시 동대문구 개포가,2000,원룸,0,5570,1492,41.36,3,+82 10-9927-0800,17.657452,37.7508685,2024-03-30 05:00:06.362236
254,(주) 오,전라남도 의정부시 서초중앙39거리,2001,아파트,495091,0,0,136.47,6,+82 10-7112-2723,-78.695748,68.1642065,2020-03-31 23:54:58.710448
255,김김,경상남도 정선군 백제고분5로 (상호김동),2009,아파트,22362,33735,0,148.75,8,+82 10-9357-1129,69.418000,-52.9217115,2022-03-17 11:35:53.475346
256,유한회사 이,서울특별시 은평구 선릉5거리,2019,아파트,471806,43373,4604,81.3,10,+82 10-6731-5382,129.599034,-20.6344285,2022-06-25 21:56:53.702320
257,손이이,부산광역시 중랑구 가락로 (성수박김마을),1972,아파트,63375,0,4343,26.15,8,+82 10-5307-8492,-85.974865,6.3849495,2023-04-06 05:31:19.478479
258,이이김,광주광역시 중랑구 압구정가,1981,원룸,290070,0,1583,144.84,8,+82 10-9565-5253,90.799583,-22.8474025,2022-11-11 14:06:34.456303
259,박박허,인천광역시 성북구 서초중앙로 (성진남김리),1961,아파트,0,33510,0,20.68,4,+82 10-0930-9494,150.965493,-63.255059,2023-03-25 21:09:21.073115
260,주식회사 문,광주광역시 동대문구 압구정418로,1992,원룸,0,48796,0,69.69,2,+82 10-2574-7192,44.463469,-33.4245755,2023-05-29 01:46:02.951312
261,김남백,경상남도 수원시 팔달구 영동대로,1988,아파트,205887,24939,0,139.4,6,+82 10-5228-0162,-4.097968,41.6798815,2022-04-17 07:37:41.560690
262,(유) 한,제주특별자치도 광주시 가락69길,1976,원룸,0,20881,3438,58.21,2,+82 10-4440-1980,-30.200300,19.8276385,2022-09-21 02:48:57.890138
263,이최이,세종특별자치시 동구 도산대거리,2013,아파트,394461,40934,0,145.88,7,+82 10-8852-0916,129.388866,69.803215,2021-08-12 10:46:56.395172
264,주식회사 문홍김,울산광역시 강북구 논현거리,2011,원룸,0,45774,0,111.28,5,+82 10-2370-0573,-100.815992,-79.9246165,2020-12-13 14:07:26.149930
265,김허,제주특별자치도 괴산군 학동918거리 (예지고마을),1999,원룸,0,46667,0,104.36,3,+82 10-6060-1801,0.318702,12.2043985,2023-11-27 16:15:40.739685
266,김배김,충청북도 증평군 압구정9로,1974,원룸,483277,0,1399,57.5,10,+82 10-3650-7836,122.854467,78.8165615,2020-02-14 03:32:16.944096
267,조최,경상남도 옥천군 봉은사00가,1985,아파트,138925,0,0,116.57,8,+82 10-8495-1797,-13.555880,-17.6315145,2024-01-16 05:47:18.726292
268,남박,전라북도 영월군 언주로 (주원지동),2020,아파트,306310,0,0,63.06,10,+82 10-6554-5889,-11.809295,-21.317639,2023-01-19 20:11:01.571639
269,주식회사 양,경상북도 성남시 수정구 개포448길 (지연김정읍),1987,원룸,389739,0,494,21.57,4,+82 10-3866-2752,123.409880,19.941666,2023-02-08 17:38:49.504846
270,주식회사 이정이,서울특별시 서대문구 봉은사62가,2013,원룸,0,9747,1535,135.78,9,+82 10-6746-1041,-27.338031,-11.836471,2023-08-05 12:49:24.202149
271,주식회사 황,인천광역시 성북구 언주726길 (성훈권고동),1995,원룸,280518,0,4433,133.53,5,+82 10-3423-9239,-156.930913,10.191186,2022-06-15 04:23:47.598975
272,이송장,제주특별자치도 이천시 반포대1가,1986,아파트,448238,0,2300,94.55,8,+82 10-2743-7063,-25.019616,-89.313601,2023-09-11 03:32:17.247525
273,유한회사 곽장최,전라남도 파주시 반포대거리 (영숙정김동),1972,원룸,0,25979,1344,138.86,1,+82 10-5564-8355,28.514391,87.0430685,2021-06-26 18:52:18.819222
274,주식회사 박,부산광역시 송파구 잠실7가,1995,아파트,0,31487,4951,124.41,5,+82 10-6118-3326,-91.730572,39.085834,2021-06-26 08:59:52.342345
275,윤남,서울특별시 노원구 잠실로 (지현이문마을),2013,원룸,433322,25953,4467,93.35,2,+82 10-8002-3591,115.558108,86.9854765,2021-10-29 22:20:05.446990
276,(유) 윤,경기도 영월군 학동로,1982,원룸,32533,7802,0,76.54,6,+82 10-1921-7638,-132.551566,-87.319170,2023-03-22 18:16:00.475552
277,류노,제주특별자치도 성남시 중원구 개포가 (병철송마을),1967,아파트,407406,0,0,62.91,3,+82 10-9380-9894,129.894523,31.3771605,2020-03-20 16:34:57.787617
278,이이,서울특별시 영등포구 양재천거리 (영호김권읍),2018,아파트,312585,44588,0,70.65,6,+82 10-8306-2873,-39.220994,-2.822907,2020-02-08 11:10:33.115410
279,백김김,경상남도 당진시 오금가,1960,원룸,111286,30235,0,88.84,9,+82 10-4990-2007,28.250794,9.523877,2023-06-20 06:17:17.655335
280,강문,대전광역시 금천구 테헤란길,1983,원룸,475741,21775,2630,82.37,3,+82 10-7254-0903,99.058884,38.2313505,2021-09-02 17:48:43.707287
281,황류한,광주광역시 강동구 강남대거리,2022,원룸,477633,0,1586,114.86,1,+82 10-3344-3253,90.908093,15.565911,2021-04-06 01:32:44.440857
282,이김최,인천광역시 강북구 테헤란901로 (지후엄면),2012,원룸,481223,6701,0,32.85,1,+82 10-6696-2213,-45.567308,15.313207,2020-03-22 13:27:52.205358
283,김김,경상북도 부천시 소사구 서초중앙161길 (수진장임동),1967,원룸,0,0,2056,35.19,9,+82 10-8358-8441,40.231619,35.601409,2023-03-20 18:56:21.354372
284,한김,인천광역시 중랑구 오금652거리 (정호김마을),2020,아파트,0,0,90,41.93,9,+82 10-4859-0098,78.478157,-29.3022905,2024-02-06 08:46:54.318882
285,허장,울산광역시 동대문구 선릉62로,1997,원룸,262036,4201,4340,32.24,4,+82 10-6928-0898,179.161254,-25.6985775,2021-10-31 15:18:43.212402
286,김강,서울특별시 동작구 가락로,1979,아파트,0,20339,1584,44.31,7,+82 10-3975-8118,-131.904473,-58.6858475,2021-12-11 05:45:01.997971
287,정박김,대구광역시 은평구 테헤란로,1966,원룸,291334,3341,4286,108.22,7,+82 10-9536-7261,-145.739096,-74.3542445,2024-02-13 04:30:35.240066
288,김이김,인천광역시 서대문구 삼성4로 (서현이윤읍),1978,원룸,0,27400,386,97.46,9,+82 10-5282-8102,90.738521,-50.4778285,2024-01-03 13:39:06.867156
289,박이,부산광역시 중구 학동02거리,1998,아파트,192374,9057,568,32.15,8,+82 10-9546-9793,-163.708208,-11.6829935,2021-10-01 15:07:17.831903
290,유한회사 박김김,경상남도 화성시 서초대1길 (승현김한리),1967,원룸,0,0,193,136.14,4,+82 10-1408-3835,-173.094105,-36.5500695,2020-01-20 11:30:23.869186
291,김김장,전라남도 포천시 선릉2로,1981,원룸,0,11214,0,84.1,3,+82 10-8858-6706,-62.313958,50.057348,2020-02-02 00:14:44.812332
292,(주) 박,대구광역시 마포구 압구정1가,2017,원룸,0,0,2114,15.87,3,+82 10-2792-3062,-173.695729,-81.9762545,2023-01-25 12:24:19.644974
293,이강,충청북도 강릉시 역삼739로,1997,원룸,0,39152,764,111.3,4,+82 10-6475-2559,131.773822,-50.3127235,2022-08-19 04:33:32.317880
294,유한회사 김,광주광역시 북구 오금357가,2006,원룸,477410,25604,0,29.28,9,+82 10-8936-0396,-45.650107,87.1703265,2021-04-21 21:02:20.599295
295,주식회사 양,부산광역시 강북구 잠실109가 (성현류송마을),1978,아파트,45369,6822,737,52.78,3,+82 10-4955-9398,47.003325,-65.9754215,2020-11-23 15:53:59.271976
296,(유) 박,강원도 증평군 반포대길 (수진안이리),1980,아파트,57780,0,0,52.2,8,+82 10-8708-9818,-25.656668,-79.5323905,2022-06-09 13:55:29.785624
297,장최박,대전광역시 북구 잠실거리 (예준이면),1990,원룸,363827,0,3639,120.54,4,+82 10-5897-8839,-150.558765,-10.6970745,2022-09-23 07:34:16.714097
298,박이,대구광역시 중구 역삼151길 (현정이지읍),1979,아파트,0,0,0,50.24,9,+82 10-3709-0350,-50.279526,7.3216465,2020-07-09 00:49:05.658544
299,유한회사 이,대전광역시 중랑구 가락94거리,1976,아파트,403433,0,4815,18.55,7,+82 10-3937-3600,-155.959615,-1.2146725,2024-01-01 05:24:16.560455
300,엄김,경기도 용인시 기흥구 영동대거리,1961,아파트,0,0,4925,137.09,3,+82 10-2269-0282,178.559902,9.060164,2023-05-26 06:54:32.378866
301,(유) 박박김,강원도 태안군 언주823로,2018,아파트,0,17712,0,19.48,2,+82 10-8348-7128,106.374108,59.0803905,2022-08-28 03:57:13.001978
302,강김이,전라남도 안양시 양재천로 (지영박김동),1998,아파트,0,0,0,24.82,6,+82 10-7747-9434,81.137261,-79.567647,2023-11-05 17:39:40.587807
303,남배문,충청북도 천안시 서북구 가락길,1961,아파트,0,15327,0,139.43,1,+82 10-9598-5525,-14.184649,53.2319825,2021-06-23 15:24:45.333407
304,유한회사 최고박,경기도 용인시 수지구 역삼거리 (성훈이마을),2013,아파트,278135,0,982,130.56,8,+82 10-8803-5058,-31.780197,-37.5203705,2023-12-19 06:45:35.517319
305,주식회사 이,경기도 안산시 오금로,2012,아파트,19163,9128,0,56.16,9,+82 10-0180-0217,28.906922,41.369671,2024-01-12 22:39:17.985138
306,김이윤,전라남도 과천시 가락2거리 (현우김면),1981,원룸,0,19424,0,48.02,4,+82 10-9570-4139,-56.399474,29.029421,2020-10-25 17:35:57.767747
307,유한회사 박,세종특별자치시 성동구 선릉로 (서윤이김읍),1997,아파트,171655,33464,0,72.27,2,+82 10-6425-7375,24.168661,-3.8977895,2023-05-10 20:06:59.250054
308,주식회사 이송지,서울특별시 동구 가락가 (경숙오안동),2000,원룸,0,0,2539,30.88,0,+82 10-4046-6697,140.186878,48.1083925,2021-03-12 15:20:39.155264
309,(주) 김,대전광역시 강동구 석촌호수27거리 (명자정최면),2008,아파트,0,143,0,114.51,10,+82 10-2536-6598,19.398428,74.5348815,2023-08-31 07:11:49.704077
310,유한회사 이,제주특별자치도 진천군 서초중앙가,1988,아파트,0,0,0,118.48,3,+82 10-4707-8921,-3.428758,42.007764,2020-07-17 12:23:23.854359
311,(유) 엄,경상남도 안양시 만안구 석촌호수길 (현우김김리),1976,아파트,0,0,3179,128.83,0,+82 10-5673-4117,-119.765765,-14.296289,2021-07-17 22:34:44.783648
312,(유) 서,경기도 구리시 백제고분21로 (명자박마을),2006,원룸,0,26998,0,142.59,2,+82 10-1694-6204,171.890507,-33.707402,2021-02-21 10:34:50.948053
313,(주) 이류주,경상북도 횡성군 백제고분거리,1984,아파트,0,24181,1807,53.72,3,+82 10-8584-1430,99.142979,-83.971285,2023-09-09 09:21:18.338264
314,이지,경상남도 강릉시 학동116길,2013,원룸,0,0,2859,18.38,0,+82 10-8321-0570,-158.697906,-80.4962005,2021-06-12 17:33:16.841395
315,김고이,충청남도 아산시 언주72거리,1974,아파트,0,0,4385,91.3,10,+82 10-4822-1135,162.134415,22.0160295,2023-04-07 14:25:49.862140
316,나윤박,경상북도 아산시 도산대로 (예원배리),1990,아파트,283783,0,3745,93.43,7,+82 10-2447-3257,-79.974602,-27.3586045,2022-12-02 15:26:32.849734
317,(유) 이,충청남도 포천시 학동7가,1994,아파트,120971,0,0,72.32,8,+82 10-2045-1068,-89.400105,-30.7152995,2022-10-29 23:10:22.968530
318,(주) 김배안,경상남도 부천시 오정구 테헤란가,2002,원룸,376592,0,0,93.86,10,+82 10-1300-8752,-130.822361,-77.228478,2021-01-14 22:33:19.624035
319,김최김,경기도 안양시 언주로,2019,아파트,351903,0,382,94.77,0,+82 10-8374-0558,-160.596693,-61.1222835,2020-04-02 01:34:53.943180
320,유한회사 이,울산광역시 금천구 강남대88길,1974,원룸,0,29643,0,24.01,1,+82 10-6424-3953,22.729609,33.1348715,2021-09-13 06:57:03.143928
321,(유) 안,경상북도 고양시 일산동구 압구정5거리 (영자송마을),2018,원룸,0,691,0,30.37,3,+82 10-2198-8604,-15.466632,-68.2441425,2020-06-24 16:38:45.778917
